position_name,company,address,salary,time
测试工程师（GYHLW1szq）,北京东方国信科技股份有限公司,北京,1-1.5万/月,12-21
咨询顾问（GYHL1wlz1）,北京东方国信科技股份有限公司,北京,1.5-2.5万/月,12-21
信息安全测试工程师（GYSY）,北京东方国信科技股份有限公司,北京,0.8-1.5万/月,12-21
资深安全工程师,紫光云数科技有限公司,北京-海淀区,2.5-3万/月,12-21
NLP算法工程师,郑州金惠计算机系统工程有限公司,北京-海淀区,1.5-2万/月,12-21
协议分析工程师,郑州金惠计算机系统工程有限公司,北京-海淀区,1-1.5万/月,12-21
图像算法工程师,郑州金惠计算机系统工程有限公司,北京-海淀区,1.5-2万/月,12-21
Scratch 教师,国信蒲公英教育科技（北京）有限公司,北京-昌平区,6-8千/月,12-21
Web前端开发工程师,北京腾信软创科技股份有限公司,北京,1-1.5万/月,12-21
中级配置管理工程师,北京腾信软创科技股份有限公司,北京,1-2万/月,12-21
00066-高级大数据开发工程师,Adhub（钧云）,北京-朝阳区,1.5-2.2万/月,12-21
大数据开发工程师,Adhub（钧云）,北京-朝阳区,1.5-2.5万/月,12-21
资深广告算法工程师,Adhub（钧云）,北京-朝阳区,1.5-2.5万/月,12-21
golang工程师,Adhub（钧云）,北京-朝阳区,1-2.5万/月,12-21
数据仓库工程师,踏浪者国际有限公司,北京,1.5-2万/月,12-21
大数据开发工程师,踏浪者国际有限公司,北京,1-1.8万/月,12-21
资深大数据分析工程师,北京瞰微智视科技有限公司,北京-朝阳区,2.5-3万/月,12-21
Big data developer/大数据开发,北京瞰微智视科技有限公司,北京-朝阳区,3-5万/月,12-21
运维工程师(J10306),销售易,北京,1-1.5万/月,12-21
测试工程师,奇虎360科技有限公司,北京,1.5-2万/月,12-21
测试实习生,奇虎360科技有限公司,北京,1.5千以下/月,12-21
测试开发工程师,奇虎360科技有限公司,北京,,12-21
智能安全研究员,奇虎360科技有限公司,北京,,12-21
机器学习工程师,奇虎360科技有限公司,北京,,12-21
后台引擎开发工程师,奇虎360科技有限公司,北京,,12-21
安全研究员,奇虎360科技有限公司,北京,,12-21
window安全开发实习生,奇虎360科技有限公司,北京,,12-21
区块链安全研究员,奇虎360科技有限公司,北京,,12-21
Botnet检测及防御研究员,奇虎360科技有限公司,北京,,12-21
服务端开发工程师,奇虎360科技有限公司,北京,1.5-2万/月,12-21
服务端开发工程师（C++/golang）,奇虎360科技有限公司,北京,,12-21
数据挖掘工程师,奇虎360科技有限公司,北京,,12-21
算法工程师,奇虎360科技有限公司,北京,,12-21
算法工程师,奇虎360科技有限公司,北京,,12-21
测试工程师,奇虎360科技有限公司,北京,,12-21
测试实习生,奇虎360科技有限公司,北京,3-4.5千/月,12-21
WEB后端开发工程师,奇虎360科技有限公司,北京,,12-21
安全研究员,奇虎360科技有限公司,北京,,12-21
LLVM代码安全开发工程师,奇虎360科技有限公司,北京,,12-21
推荐引擎开发工程师/服务端开发工程师-C/C++,奇虎360科技有限公司,北京,1.5-2万/月,12-21
资深推荐算法工程师,奇虎360科技有限公司,北京,4-5万/月,12-21
devops工程师（武汉/西安）,奇虎360科技有限公司,北京,,12-21
测试开发工程师-IOT服务端方向,奇虎360科技有限公司,北京,,12-21
数据挖掘工程师,奇虎360科技有限公司,北京,,12-21
视觉算法工程师,奇虎360科技有限公司,北京,,12-21
NLP算法工程师,奇虎360科技有限公司,北京,,12-21
自然语言处理,奇虎360科技有限公司,北京,,12-21
车联网安全产品经理,奇虎360科技有限公司,北京,,12-21
运维开发工程师,奇虎360科技有限公司,北京,,12-21
测试工程师,奇虎360科技有限公司,北京,,12-21
数据分析实习生,奇虎360科技有限公司,北京,4.5-6千/月,12-21
WEB开发工程师,奇虎360科技有限公司,北京,,12-21
测试开发工程师,奇虎360科技有限公司,北京,,12-21
高级软件开发工程师,奇虎360科技有限公司,北京,4-5万/月,12-21
自动化开发工程师,奇虎360科技有限公司,北京,,12-21
PHP开发工程师,奇虎360科技有限公司,北京,1.5-2万/月,12-21
算法实习生,奇虎360科技有限公司,北京,,12-21
推荐引擎开发工程师,奇虎360科技有限公司,北京,,12-21
Golang开发工程师,奇虎360科技有限公司,北京,1.5-2万/月,12-21
算法实习生,奇虎360科技有限公司,北京,,12-21
微服务研发工程师,奇虎360科技有限公司,北京,,12-21
云平台OpenStack研发工程师,奇虎360科技有限公司,北京,,12-21
Ceph存储开发（C/C++）,奇虎360科技有限公司,北京,,12-21
算法工程师,奇虎360科技有限公司,北京,,12-21
平台运维工程师,奇虎360科技有限公司,北京,1-1.5万/月,12-21
DBA,奇虎360科技有限公司,北京,,12-21
NLU算法工程师,奇虎360科技有限公司,北京,,12-21
NLU算法工程师,奇虎360科技有限公司,北京,,12-21
深度学习算法工程师,奇虎360科技有限公司,北京,4-5万/月,12-21
移动安全研究员,奇虎360科技有限公司,北京,,12-21
前端可视化工程师,奇虎360科技有限公司,北京,,12-21
数据挖掘/推荐算法实习生,奇虎360科技有限公司,北京,,12-21
测试开发架构师,奇虎360科技有限公司,北京,,12-21
测试开发工程师 - AI算法工程师,奇虎360科技有限公司,北京,,12-21
移动端测试工程师,奇虎360科技有限公司,北京,,12-21
漏洞研究工程师,奇虎360科技有限公司,北京,4-5万/月,12-21
IoT 安全工程师,奇虎360科技有限公司,北京,4-5万/月,12-21
数据分析/数据挖掘,奇虎360科技有限公司,北京,1.5-2万/月,12-21
服务端测试工程师,奇虎360科技有限公司,北京,1.5-2万/月,12-21
智能音箱-推荐算法,奇虎360科技有限公司,北京,4-5万/月,12-21
资深分布式存储开发（C/C++）,奇虎360科技有限公司,北京,,12-21
配置工程师,奇虎360科技有限公司,北京,,12-21
（SLC）Engineer 30 Trainee卓越工程师项目培训生_数据分析服务工程师 北京（74823）,西门子（中国）有限公司Siemens L...,北京,,12-21
(CT)Industry Security Researcher(Beijing/Suzhou) 工业安全研究员（北京/苏州）（74496）,西门子（中国）有限公司 西门子中...,北京,,12-21
(CT)Applied Research for Industrial Data Analytics & Artificial Intelligence (Beijing)（81003）,西门子（中国）有限公司 西门子中...,北京,,12-21
(CT)Applied Research for Industrial Data Analytics & Artificial Intelligence (Beijing)（81002）,西门子（中国）有限公司 西门子中...,北京,,12-21
产品部数据分析员,北京聚源锐思数据科技有限公司,北京-海淀区,0.8-1万/月,12-21
运维工程师,北京聚源锐思数据科技有限公司,北京-海淀区,6-8千/月,12-21
(CT)Simulation Research Scientist (Shanghai)数字化工厂建模与仿真研究员（80651）,西门子（中国）有限公司 西门子中...,北京,,12-21
(CT)Lead Research Scientist of Analog and Digital Circuit Design (Beijing)（80619）,西门子（中国）有限公司 西门子中...,北京,,12-21
（SLC）Engineer Design and Development设计开发工程师（74571）,西门子（中国）有限公司Siemens L...,北京,,12-21
(SLC) Engineer Design and Development工程设计开发（74575）,西门子（中国）有限公司Siemens L...,北京,,12-21
（DF）Data Analyst数据分析师(89301),西门子（中国）有限公司 数字化工...,北京,,12-21
（SLC）Data Analysis Consultant/Data Scientist数据分析顾问/数据科学家（90464）,西门子（中国）有限公司Siemens L...,北京,,12-21
软件工程师,深圳市科思科技股份有限公司北京分...,北京-朝阳区,1.5-3万/月,12-21
安全工程师,北京光宇在线科技有限责任公司,北京,1-2万/月,12-21
JAVA开发工程师,北京光宇在线科技有限责任公司,北京,1-1.5万/月,12-21
Java开发工程师,北京光宇在线科技有限责任公司,北京,1-1.5万/月,12-21
CPU Core Verification Sr. Staff Engineer/Staff,贵州华芯通半导体技术有限公司,异地招聘,35-60万/年,12-21
软件测试工程师,北京光宇在线科技有限责任公司,北京,1-1.3万/月,12-21
JAVA开发工程师副本,北京光宇在线科技有限责任公司,北京,0.8-1万/月,12-21
SOC Fabric Design/Integration Sr./Staff Engineer,贵州华芯通半导体技术有限公司,北京,1.5千以下/月,12-21
Staff/Sr. Staff Architecture Design Engineer,贵州华芯通半导体技术有限公司,北京,1.5千以下/月,12-21
Staff Software Engineer- Hadoop Spark Big Data,贵州华芯通半导体技术有限公司,北京,2-4万/月,12-21
"Storage,High Performance Computing",贵州华芯通半导体技术有限公司,北京,2-4万/月,12-21
CPU architecture validation Engineer,贵州华芯通半导体技术有限公司,北京,1-3万/月,12-21
Staff DDR IP Design Verification Engineer,贵州华芯通半导体技术有限公司,北京,2.5-4万/月,12-21
Staff IP Design Verification Engineer,贵州华芯通半导体技术有限公司,北京,2.5-4万/月,12-21
Senior IP verification engineer,贵州华芯通半导体技术有限公司,北京,2-2.5万/月,12-21
Senior Software Engineer : Linux Virtualization,贵州华芯通半导体技术有限公司,北京,2-4万/月,12-21
"taffEngineer- Hadoop, Spark and Big Data",贵州华芯通半导体技术有限公司,北京,2-4万/月,12-21
科服欧洲区生物信息分析工程师,北京诺禾致源科技股份有限公司,北京-朝阳区,0.8-1万/月,12-21
海外部欧洲区-生物信息工程师,北京诺禾致源科技股份有限公司,北京-朝阳区,0.7-1万/月,12-21
急聘：中级java开发工程师,中国软件与技术服务股份有限公司,北京,1.2-2.5万/月,12-21
高级算法开发经理,同程艺龙,北京-朝阳区,3-5万/月,12-21
算法工程师/推荐系统/数据应用/数据挖掘工程师,同程艺龙,异地招聘,2.5-4万/月,12-21
资深数据分析师,同程艺龙,北京-朝阳区,2-3万/月,12-21
大数据分析员,北京国研网信息有限公司,北京-东城区,1.5-3万/月,12-21
大数据开发工程师,北京国研网信息有限公司,北京-东城区,1-3万/月,12-21
爬虫开发工程师,北京国研网信息有限公司,北京-东城区,1-2.5万/月,12-21
数据挖掘工程师 算法研究工程师,北京嘉和无限科技有限公司,北京-海淀区,1.3-2.5万/月,12-21
大数据开发工程师,北京嘉和无限科技有限公司,北京-海淀区,0.8-2万/月,12-21
服务端测试  测试工程师,纬创软件（北京）有限公司,北京-朝阳区,1.2-1.6万/月,12-21
爬虫工程师-HA,北京荣之联科技股份有限公司,北京-朝阳区,1.5-2.5万/月,12-21
高级搜索算法工程师-HA,北京荣之联科技股份有限公司,北京-朝阳区,1.5-3万/月,12-21
数据治理工程师,北京明略软件系统有限公司,北京-海淀区,1-1.5万/月,12-21
Java高级开发--技术中心,北京明略软件系统有限公司,北京-海淀区,2-4万/月,12-21
大数据系统架构师SA--北京,北京明略软件系统有限公司,北京-海淀区,2-2.5万/月,12-21
AI算法工程师,北京明略软件系统有限公司,北京-海淀区,1.5-3.5万/月,12-21
高级Hadoop运维工程师,北京明略软件系统有限公司,北京-海淀区,1.5-2.9万/月,12-21
高级软件开发工程师,北京明略软件系统有限公司,北京-海淀区,1.5-3万/月,12-21
资深算法工程师,北京明略软件系统有限公司,北京-海淀区,2-3.5万/月,12-21
高级大数据研发工程师（北京）,北京明略软件系统有限公司,北京-海淀区,1.6-2.8万/月,12-21
数据挖掘经理,北京明略软件系统有限公司,北京-海淀区,2-3.5万/月,12-21
机器学习工程师JR,北京明略软件系统有限公司,北京-海淀区,1.3-2.6万/月,12-21
数据挖掘工程师JR,北京明略软件系统有限公司,北京-海淀区,1.3-2.6万/月,12-21
数据挖掘工程师--北京,北京明略软件系统有限公司,北京-海淀区,1.5-2万/月,12-21
大数据技术经理--北京,北京明略软件系统有限公司,北京-海淀区,2-2.5万/月,12-21
大数据开发工程师,北京明略软件系统有限公司,北京-海淀区,1.5-2万/月,12-21
算法工程师,德龙智能投顾（北京）网络科技有限...,北京-朝阳区,2-2.5万/月,12-21
测试讲师(J11565),传智播客教育集团修正分校,北京-昌平区,2-3万/月,12-21
大数据课程研究员(J11414),北京传智播客教育科技有限公司,北京-昌平区,3-5万/月,12-21
大数据课程研究员(J11063),北京传智播客教育科技有限公司,北京-昌平区,3-4万/月,12-21
调研员(J10891),北京传智播客教育科技有限公司,北京-昌平区,0.8-1.5万/月,12-21
运维组长(J11048),北京传智播客教育科技有限公司,北京-昌平区,2.5-3万/月,12-21
运维工程师(J11049),北京传智播客教育科技有限公司,北京-昌平区,6.7-9千/月,12-21
区块链课程研究员(J10879),北京传智播客教育科技有限公司,北京-昌平区,4-5万/月,12-21
产品经理（调研员）(J10883),北京传智播客教育科技有限公司,北京-昌平区,0.6-1.2万/月,12-21
人工智能讲师(J11601),传智播客教育集团修正分校,北京-昌平区,2.5-3.5万/月,12-21
产品经理（调研员）(J10883),北京传智播客教育科技有限公司,北京-昌平区,0.6-1.2万/月,12-21
高级大数据工程师,威创集团股份有限公司,北京-朝阳区,2-4万/月,12-21
高级技术经理,威创集团股份有限公司,北京-朝阳区,1.5-3万/月,12-21
高级运维工程师,威创集团股份有限公司,北京-朝阳区,1.5-3万/月,12-21
推荐算法工程师,古莘信息技术（广州）有限公司,北京-海淀区,3-4万/月,12-21
自然语言处理工程师（NLP),古莘信息技术（广州）有限公司,北京-海淀区,2.5-4万/月,12-21
高级测试工程师,中国司法大数据研究院有限公司,北京-海淀区,1-2万/月,12-21
人工智能研究员,中国司法大数据研究院有限公司,北京-海淀区,1.2-2.3万/月,12-21
软件研发工程师（Java开发方向）,中国司法大数据研究院有限公司,北京-海淀区,1-1.5万/月,12-21
